ID_CLIENTE,CHURN,GENERO,ADULTO_MAYOR,PAREJA,DEPENDIENTES,ANTIGUEDAD_MESES,SERVICIO_TELEFONICO,LINEAS_MULTIPLES,TIPO_INTERNET,SEGURIDAD_EN_LINEA,RESPALDO_EN_LINEA,PROTECCION_DISPOSITIVO,SOPORTE_TECNICO,STREAMING_TV,STREAMING_PELICULAS,TIPO_CONTRATO,FACTURACION_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,CHURN_FLAG
1195-UQFHQ,,Hombre,0,No,No,61,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Un año,No,Cheque electrónico,1040,636345.0,
1196-AMORA,Si,Hombre,0,No,No,7,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,736,520.0,1.0
1197-BVMVG,No,Mujer,1,No,No,4,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,7445,29445.0,0.0
1200-TUZHR,No,Mujer,1,No,No,8,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,852,69575.0,0.0
1202-KKGFU,No,Mujer,0,Si,No,12,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Transferencia bancaria (automática),542,6905.0,0.0
1205-WNWPJ,Si,Mujer,0,No,No,7,Si,No,DSL,No,No,No,Si,Si,No,Mes a mes,Si,Cheque por correo,595,41595.0,1.0
1206-EHBDD,No,Mujer,0,Si,No,56,Si,No,Fibra óptica,Si,No,Si,No,No,No,Dos años,No,Transferencia bancaria (automática),803,451365.0,0.0
1207-BLKSA,No,Mujer,0,Si,Si,52,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2305,12551.0,0.0
1208-DNHLN,Si,Hombre,0,Si,Si,23,Si,Si,DSL,No,No,No,No,No,No,Un año,Si,Tarjeta de crédito (automática),4835,106715.0,1.0
1208-NBVFH,No,Hombre,0,Si,Si,20,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,496,9398.0,0.0
1209-VFFOC,No,Hombre,0,Si,Si,68,No,No phone service,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Cheque por correo,564,394845.0,0.0
1212-GLHMD,No,Hombre,0,No,No,3,Si,No,Fibra óptica,Si,No,No,No,No,Si,Mes a mes,Si,Cheque por correo,8605,24485.0,0.0
1213-NGCUN,Si,Mujer,0,No,No,6,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Transferencia bancaria (automática),4965,26735.0,1.0
1215-EXRMO,No,Hombre,0,Si,No,50,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2055,106765.0,0.0
1215-FIGMP,No,Hombre,0,No,No,60,Si,Si,Fibra óptica,No,Si,No,No,Si,No,Mes a mes,Si,Transferencia bancaria (automática),899,54507.0,0.0
1215-VFYVK,No,Mujer,0,No,No,4,No,No phone service,DSL,Si,No,Si,Si,No,Si,Mes a mes,No,Cheque por correo,4825,20225.0,0.0
1216-BGTSP,No,Hombre,0,No,No,45,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),10845,49647.0,0.0
1216-JWVUX,No,Hombre,0,Si,Si,25,Si,No,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,755,190105.0,0.0
1217-VASWC,No,Hombre,1,Si,No,43,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria (automática),10055,4304.0,0.0
1218-VKFPE,Si,Mujer,0,Si,Si,12,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,190,23355.0,1.0
1219-NNDDO,No,Mujer,0,No,No,9,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,7685,66355.0,0.0
1221-GHZEP,No,Mujer,0,No,No,62,Si,No,DSL,Si,No,No,Si,No,Si,Dos años,Si,Cheque por correo,651,384675.0,0.0
1222-KJNZD,No,Hombre,0,Si,Si,40,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Transferencia bancaria (automática),204,7453.0,0.0
1222-LRYKO,No,Hombre,0,No,Si,6,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2635,18405.0,0.0
1223-UNPKS,No,Hombre,0,Si,Si,20,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2005,400.0,0.0
1226-IENZN,No,Hombre,1,No,No,16,Si,No,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,7875,121825.0,0.0
1226-JZNKR,No,Mujer,0,Si,Si,8,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque electrónico,198,16005.0,0.0
1226-UDFZR,Si,Mujer,0,No,No,2,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,496,1147.0,1.0
1227-UDMZR,No,Mujer,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),9115,66379.0,0.0
1228-FZFRV,Si,Hombre,0,Si,Si,50,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Mes a mes,No,Tarjeta de crédito (automática),10595,53418.0,1.0
1228-ZLNBX,No,Hombre,0,No,No,21,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,753,15707.0,0.0
1229-RCALF,No,Mujer,0,Si,No,64,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Cheque electrónico,1150,739615.0,0.0
1230-QAJDW,No,Hombre,0,No,No,3,Si,Si,DSL,No,No,No,Si,Si,No,Mes a mes,Si,Cheque por correo,6525,2099.0,0.0
1231-YNDEK,No,Hombre,0,No,No,58,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Transferencia bancaria (automática),1915,10355.0,0.0
1232-TPUYA,,Mujer,1,Si,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,6955,6955.0,
1235-GPKNS,,Mujer,0,No,Si,5,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,460,2217.0,
1236-WFCDV,Si,Hombre,1,No,No,14,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Tarjeta de crédito (automática),9045,12661.0,1.0
1237-WIYYZ,No,Mujer,0,No,No,18,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,1955,38925.0,0.0
1240-HCBOH,No,Mujer,0,No,No,67,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,261,175955.0,0.0
1240-KNSEZ,Si,Hombre,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,201,201.0,1.0
1241-EZFMJ,No,Hombre,0,Si,No,61,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),2545,15386.0,0.0
1241-FPMOF,No,Hombre,0,No,No,52,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,1965,102505.0,0.0
1245-HARPS,No,Mujer,0,Si,No,14,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,204,2924.0,0.0
1247-QBVSH,No,Mujer,0,Si,Si,43,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque por correo,502,21694.0,0.0
1248-DYXUB,No,Hombre,0,Si,Si,52,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,248,12291.0,0.0
1251-KRREG,Si,Hombre,0,No,No,2,Si,Si,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,544,1141.0,1.0
1251-STYSZ,No,Mujer,1,No,No,4,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,8025,3037.0,0.0
1254-IZEYF,Si,Mujer,1,No,No,31,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,9995,318665.0,1.0
1257-SXUXQ,No,Hombre,0,Si,Si,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1945,8605.0,0.0
1258-YMZNM,No,Mujer,1,No,No,27,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria (automática),1105,28576.0,0.0
1260-TTRXI,Si,Hombre,0,No,No,4,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,543,1953.0,1.0
1261-FWTTE,No,Hombre,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Si,Mes a mes,Si,Transferencia bancaria (automática),3465,76845.0,0.0
1262-OPMFY,Si,Mujer,0,Si,No,9,Si,No,Fibra óptica,No,No,Si,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),7575,6559.0,1.0
1264-BYWMS,Si,Hombre,0,No,No,55,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,968,528395.0,1.0
1264-FUHCX,No,Mujer,0,Si,No,49,No,No phone service,DSL,No,Si,No,Si,Si,Si,Un año,Si,Tarjeta de crédito (automática),563,27806.0,0.0
1265-BCFEO,No,Mujer,0,Si,No,71,Si,Si,DSL,No,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),8045,566225.0,0.0
1265-HVPZB,No,Hombre,0,Si,No,59,Si,No,DSL,Si,Si,Si,No,Si,No,Un año,No,Tarjeta de crédito (automática),664,39582.0,0.0
1265-XTECC,Si,Mujer,1,Si,No,68,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Un año,Si,Tarjeta de crédito (automática),9655,65819.0,1.0
1265-ZFOSD,No,Mujer,0,Si,No,64,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Cheque por correo,813,51293.0,0.0
1266-NZYUI,No,Mujer,0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,No,No,Dos años,No,Transferencia bancaria (automática),6685,47588.0,0.0
1268-ASBGA,Si,Mujer,1,Si,No,16,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Tarjeta de crédito (automática),8535,137515.0,1.0
1268-VSSGL,,Hombre,0,Si,No,4,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,705,2942.0,
1269-FOYWN,No,Hombre,0,Si,Si,44,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Transferencia bancaria (automática),200,86085.0,0.0
1270-XKUCC,No,Mujer,0,Si,Si,30,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,197,59925.0,0.0
1271-SJBGZ,Si,Hombre,1,No,No,12,No,No phone service,DSL,No,No,Si,Si,No,Si,Mes a mes,Si,Cheque electrónico,4365,52695.0,1.0
1271-UODNO,No,Hombre,0,No,No,39,Si,Si,DSL,No,No,No,Si,No,No,Dos años,Si,Tarjeta de crédito (automática),5385,22007.0,0.0
1272-ILHFG,No,Hombre,0,Si,Si,15,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,1965,33265.0,0.0
1273-MTETI,Si,Mujer,1,No,No,4,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,8885,37245.0,1.0
1282-IHQAC,No,Hombre,1,No,No,70,No,No phone service,DSL,No,Si,Si,No,Si,No,Un año,Si,Tarjeta de crédito (automática),4405,301165.0,0.0
1285-OKIPP,Si,Hombre,0,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,799,799.0,1.0
1289-RKJJR,,Hombre,0,No,No,28,Si,No,Fibra óptica,No,No,Si,Si,No,Si,Mes a mes,No,Cheque electrónico,910,262615.0,
1291-CUOCY,No,Hombre,0,Si,No,72,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1106,79622.0,0.0
1293-BSEUN,No,Mujer,0,Si,Si,72,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,207,14823.0,0.0
1293-HHSHJ,No,Mujer,0,No,No,35,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,211,741.0,0.0
1297-VQDRP,No,Hombre,1,Si,Si,68,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito (automática),10715,73798.0,0.0
1298-PHBTI,No,Hombre,0,Si,Si,71,Si,Si,Fibra óptica,No,Si,No,Si,No,No,Dos años,Si,Cheque electrónico,848,61524.0,0.0
1299-AURJA,No,Mujer,0,Si,Si,70,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),247,16859.0,0.0
1301-LOPVR,No,Hombre,0,Si,Si,29,No,No phone service,DSL,Si,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito (automática),5535,163695.0,0.0
1302-TPUBN,No,Hombre,0,No,No,66,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),1935,12408.0,0.0
1302-UHBDD,No,Hombre,1,No,No,20,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electrónico,8995,164845.0,0.0
1303-SRDOK,No,Mujer,0,Si,Si,55,Si,No,Fibra óptica,No,No,No,No,No,No,Dos años,Si,Tarjeta de crédito (automática),6905,38426.0,0.0
1304-BCCFO,No,Hombre,0,Si,No,9,Si,No,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque por correo,7005,5644.0,0.0
1304-NECVQ,Si,Mujer,1,No,No,2,Si,Si,Fibra óptica,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,7855,14955.0,1.0
1304-SEGFY,No,Mujer,0,Si,No,72,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Dos años,Si,Cheque electrónico,9785,68413.0,0.0
1306-RPWXZ,No,Mujer,0,No,Si,49,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),2045,102465.0,0.0
1307-ATKGB,No,Hombre,0,No,No,24,Si,No,Fibra óptica,No,Si,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,8955,218715.0,0.0
1307-TVUFB,No,Hombre,1,No,No,42,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),7935,33441.0,0.0
1309-BXVOQ,Si,Hombre,0,Si,No,21,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,1061,224995.0,1.0
1309-XGFSN,No,Hombre,1,Si,Si,52,Si,Si,DSL,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,8085,407955.0,0.0
1310-QRITU,No,Mujer,0,No,No,18,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,503,9133.0,0.0
1314-HQHAL,,Hombre,0,No,No,58,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),203,11315.0,
1319-YLZJG,No,Hombre,0,Si,No,12,Si,No,Fibra óptica,Si,Si,Si,No,No,No,Mes a mes,Si,Cheque electrónico,846,9599.0,0.0
1320-GVNHT,No,Hombre,0,Si,Si,72,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1084,776725.0,0.0
1320-HTRDR,Si,Mujer,0,No,No,3,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,755,2206.0,1.0
1320-REHCS,No,Hombre,1,No,No,52,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,11075,5832.0,0.0
1322-AGOQM,Si,Hombre,0,No,No,46,No,No phone service,DSL,No,Si,No,No,No,No,Mes a mes,No,Transferencia bancaria (automática),303,13801.0,1.0
1323-OOEPC,Si,Mujer,0,Si,No,53,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),984,51495.0,1.0
1324-NLTJE,Si,Mujer,1,No,No,15,Si,Si,DSL,No,No,No,Si,No,No,Mes a mes,No,Tarjeta de crédito (automática),550,7571.0,1.0
1325-USMEC,No,Hombre,0,Si,No,70,Si,Si,Fibra óptica,Si,Si,Si,No,Si,No,Dos años,Si,Tarjeta de crédito (automática),9935,69445.0,0.0
1328-EUZHC,No,Mujer,0,Si,No,18,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,201,3705.0,0.0
1329-VHWNP,No,Mujer,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria (automática),2505,18995.0,0.0
1333-PBMXB,No,Mujer,0,Si,Si,54,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,Si,Transferencia bancaria (automática),2475,134215.0,0.0
1334-FJSVR,Si,Hombre,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,2425,2425.0,1.0
1334-PDUKM,No,Mujer,0,Si,No,68,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Un año,No,Tarjeta de crédito (automática),8645,576295.0,0.0
1335-HQMKX,No,Mujer,0,Si,No,72,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,10135,732315.0,0.0
1335-MXCSE,No,Hombre,0,Si,Si,55,Si,No,DSL,No,No,Si,Si,No,No,Dos años,Si,Tarjeta de crédito (automática),5525,31199.0,0.0
1335-NTIUC,No,Hombre,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,2495,19025.0,0.0
1336-EZFZY,No,Mujer,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2005,833.0,0.0
1337-BOZWO,No,Hombre,0,Si,Si,18,No,No phone service,DSL,No,Si,Si,No,Si,No,Un año,No,Tarjeta de crédito (automática),464,8124.0,0.0
1338-CECEE,No,Hombre,0,Si,Si,41,Si,Si,DSL,No,Si,Si,No,Si,No,Un año,No,Transferencia bancaria (automática),685,283995.0,0.0
1342-JPNKI,Si,Hombre,0,No,No,10,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria (automática),8605,8341.0,1.0
1343-EHPYB,Si,Hombre,0,Si,No,63,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,1034,6603.0,1.0
1345-GKDZZ,No,Hombre,0,No,Si,6,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1955,1286.0,0.0
1345-ZUKID,No,Hombre,0,No,No,14,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,1935,3248.0,0.0
1346-PJWTK,No,Hombre,0,Si,No,61,Si,No,Fibra óptica,No,Si,Si,Si,No,Si,Mes a mes,No,Tarjeta de crédito (automática),9415,573185.0,0.0
1346-UFHAX,No,Mujer,0,No,No,13,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito (automática),800,102935.0,0.0
1347-KTTTA,No,Hombre,0,Si,No,64,Si,No,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito (automática),10245,66541.0,0.0
1349-WXNGG,Si,Hombre,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Transferencia bancaria (automática),2005,2005.0,1.0
1352-HNSAW,No,Mujer,0,Si,Si,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),1156,82204.0,0.0
1352-VHKAJ,No,Hombre,0,Si,Si,27,Si,Si,DSL,No,No,No,Si,Si,Si,Mes a mes,No,Transferencia bancaria (automática),716,19571.0,0.0
1353-GHZOS,No,Hombre,0,Si,No,22,Si,No,DSL,Si,No,No,No,Si,No,Un año,Si,Transferencia bancaria (automática),5975,137435.0,0.0
1353-LJWEM,No,Hombre,0,No,No,11,Si,No,DSL,No,Si,Si,Si,No,No,Mes a mes,Si,Cheque electrónico,609,6885.0,0.0
1354-YZFNB,No,Hombre,0,Si,Si,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),1955,688.0,0.0
1355-KUSBG,No,Mujer,0,Si,Si,7,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,488,3498.0,0.0
1356-MKYSK,No,Hombre,0,No,No,6,Si,No,DSL,Si,No,Si,Si,Si,Si,Mes a mes,No,Tarjeta de crédito (automática),7865,4833.0,0.0
1357-BIJKI,No,Hombre,0,Si,No,50,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Un año,Si,Cheque electrónico,9825,48587.0,0.0
1357-MVDOZ,No,Hombre,0,Si,Si,11,Si,No,DSL,No,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria (automática),5965,68325.0,0.0
1360-JYXKQ,No,Mujer,1,Si,No,54,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,991,54371.0,0.0
1360-RCYRT,No,Hombre,0,Si,Si,23,No,No phone service,DSL,No,No,No,Si,No,No,Mes a mes,Si,Transferencia bancaria (automática),3035,67875.0,0.0
1360-XFJMR,No,Mujer,0,Si,No,67,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito (automática),1097,734445.0,0.0
1363-TXLSL,Si,Hombre,1,Si,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,703,703.0,1.0
1370-AQYEM,,Hombre,0,Si,Si,5,Si,No,Fibra óptica,Si,No,Si,No,No,Si,Mes a mes,Si,Cheque por correo,9035,4345.0,
1370-GGAWX,No,Mujer,0,No,No,46,Si,Si,Fibra óptica,No,Si,Si,No,No,Si,Un año,Si,Cheque electrónico,9415,440845.0,0.0
1371-DWPAZ,No,Mujer,0,Si,Si,0,No,No phone service,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Tarjeta de crédito (automática),5605,,0.0
1371-OJCEK,No,Mujer,0,No,No,48,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Transferencia bancaria (automática),2435,11337.0,0.0
1371-WEPDS,No,Hombre,1,Si,No,40,Si,No,DSL,No,No,No,No,No,Si,Un año,No,Cheque electrónico,558,22833.0,0.0
1373-ORVIZ,Si,Mujer,0,Si,Si,11,Si,Si,DSL,No,No,No,Si,No,Si,Mes a mes,Si,Cheque electrónico,6635,7408.0,1.0
1374-DMZUI,Si,Mujer,1,No,No,4,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,943,42445.0,1.0
1376-HHBDV,No,Mujer,0,No,No,30,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque por correo,488,153675.0,0.0
1379-FRVEB,No,Hombre,0,No,Si,15,Si,Si,Fibra óptica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,910,143005.0,0.0
1383-EZRWL,Si,Mujer,0,No,No,7,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2005,16485.0,1.0
1384-RCUXW,No,Hombre,0,No,No,16,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,8055,12489.0,0.0
1385-TQOZW,No,Mujer,0,No,No,9,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Tarjeta de crédito (automática),2045,14755.0,0.0
1386-ZIKUV,No,Hombre,0,No,No,7,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,1895,13055.0,0.0
1389-CXMLU,Si,Hombre,1,No,No,3,Si,Si,Fibra óptica,No,No,Si,No,Si,No,Mes a mes,No,Cheque electrónico,9105,2891.0,1.0
1389-WNUIB,No,Mujer,0,Si,Si,20,Si,Si,DSL,Si,No,No,No,Si,Si,Un año,No,Transferencia bancaria (automática),760,158875.0,0.0
1391-UBDAR,No,Hombre,0,No,No,11,Si,No,Fibra óptica,No,No,Si,No,No,No,Mes a mes,No,Cheque electrónico,729,81845.0,0.0
1393-IMKZG,No,Mujer,0,No,No,1,Si,No,Fibra óptica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,9585,9585.0,0.0
1394-SUIUH,No,Mujer,1,Si,No,44,Si,No,Fibra óptica,Si,Si,No,Si,No,No,Mes a mes,Si,Cheque electrónico,8515,36705.0,0.0
1395-OFUWC,No,Hombre,0,Si,Si,43,No,No phone service,DSL,No,Si,No,No,No,No,Mes a mes,No,Tarjeta de crédito (automática),293,122405.0,0.0
1395-QOUWC,,Mujer,0,Si,Si,22,Si,No,DSL,No,Si,No,No,Si,Si,Un año,Si,Transferencia bancaria (automática),695,14982.0,
1395-WSWXR,No,Hombre,0,No,No,24,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2075,48705.0,0.0
1396-QWFBJ,Si,Mujer,0,Si,Si,21,Si,No,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),7405,15657.0,1.0
1397-XKKWR,No,Hombre,0,No,No,7,No,No phone service,DSL,Si,No,Si,No,No,No,Un año,No,Cheque por correo,353,2648.0,0.0
1399-OUPJN,No,Mujer,0,Si,Si,57,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),1975,127205.0,0.0
1399-UBQIU,No,Hombre,0,No,No,11,Si,No,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,6935,71225.0,0.0
1400-MMYXY,Si,Hombre,1,Si,No,3,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,1059,33465.0,1.0
1400-WIVLL,No,Hombre,0,Si,No,57,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Dos años,No,Cheque electrónico,10795,596985.0,0.0
1401-FTHFQ,No,Hombre,0,Si,Si,23,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,Si,Tarjeta de crédito (automática),200,4453.0,0.0
